Actual,Predicted
275.53,278.3839507087817
145.7466667,145.7178162370726
284.88,286.3548400369004
694.69,696.9107503049825
195.8266667,195.7736202490677
274.0166667,276.8047670177201
145.6333333,145.7218736193022
284.85,286.11010529772716
702.18,706.649221200785
196.6633333,195.94189495851603
272.5033333,275.25986545962996
145.52,146.4801821173031
284.82,286.21340936332194
709.67,718.5305430914028
197.5,196.74305444040948
270.99,274.29185506267487
147.36,146.14343394427573
287.12,286.53197843765827
709.74,713.3993034090029
198.15,195.92500511046552
273.5,273.4923273826415
146.95,146.53796980861443
286.51,286.77684964559484
710.92,722.5723089913897
202.74,200.95974399977868
275.5,274.33006846216944
147.06,146.92477417999334
289.52,288.83046595300476
714.63,723.6487045285969
206.37,206.13062147305652
280.67,280.21403725476154
146.14,146.80367877517932
289.46,290.3854354081675
699.1,710.8404143497535
203.66,204.73534753359448
279.54,281.40161514916105
146.1233333,146.21398631127536
289.0833333,290.147226566374
703.9866667,712.0682147302762
203.4233333,204.1543722597953
279.0766667,281.15220946142676
146.1066667,145.98187628098367
288.7066667,290.18081606490426
708.8733333,714.4789013680429
203.1866667,203.8180786664134
278.6133333,280.9982673331194
146.09,146.4155409882776
288.33,290.74593581200577
713.76,718.4310895793682
202.95,203.92167174150356
278.15,281.3015687726224
145.6,146.41405372893652
286.44,287.3733162673873
709.99,713.2017409627942
199.36,200.71556863078607
274.37,276.40851080431435
145.86,145.86202696440367
286.95,287.9290844163788
707.82,714.5746838103335
196.99,196.1811356872367
276.41,276.4602622130782
148.89,147.51017287460616
289.81,289.4199292296222
722.25,715.0899065302317
199.05,198.56928956409266
274.59,276.9461928831513
149.1,149.57844135968793
292.85,292.79256205775164
717.17,726.8386917766023
201.88,201.7481505801431
274.91,278.4011369777577
149.7733333,148.7833331764272
293.4333333,292.574503708031
706.8366667,713.5644900762417
201.0866667,200.2026465980818
276.0333333,278.25732077240906
150.4466667,148.53760486200127
294.0166667,292.658724613807
696.5033333,701.321080505941
200.2933333,198.78916958850525
277.1566667,278.30673883323664
151.12,149.31333066736707
294.6,293.2876441788618
686.17,690.1494810850735
199.5,197.61729686210137
278.28,278.7435705544435
150.19,150.4699924512223
293.08,293.34787044603695
665.71,660.8307332009241
194.58,194.85342301786324
271.1,272.49993947475946
146.36,147.47895439683208
290.73,293.1020605879874
688.99,687.5205039203631
190.4,192.51779511813396
268.84,271.9344527351159
146.7,146.44422631545444
296.77,293.7727737557646
673.47,680.2782985219177
197.98,194.47598554594126
270.58,271.15660318961886
148.19,148.12433679918013
304.36,303.26341743474876
680.26,688.8124575090767
208.16,205.44262695377606
272.96,274.45122220289505
148.6966667,148.10850076490868
304.4566667,303.4407379164593
688.94,690.6067391360057
211.9666667,208.50905811759935
149.2033333,148.42629353645725
304.5533333,304.00665565068033
697.62,694.6602988303099
215.7733333,211.78164638886838
274.97,275.6157247010579
149.71,149.4730299663267
304.65,305.18886206831104
706.3,699.7421977320657
219.58,216.15282720538528
276.98,277.6743010684421
149.62,149.9262740585644
302.62,304.3751176041364
708.49,713.7716413840158
217.93,218.15207155043987
279.51,279.7680705449847
148.36,148.5011525174226
302.01,302.6540953862232
711.2,716.8505740542392
222.13,221.68802499485
277.69,279.77630791308087
147.54,148.27675242037697
299.09,301.5961401386083
701.16,709.9457942561493
220.68,220.85269367653947
273.62,277.1659408244586
148.6,148.2157845235784
299.72,300.18980854317215
711.92,715.3113864993588
226.36,226.2188931034758
278.33,278.8198844053606
150.1066667,148.8747465811451
301.01,301.40108912320994
718.25,718.9537199658652
226.5333333,226.78271177037328
151.6133333,149.8446994701028
302.3,302.78024761944556
724.58,723.0382607622764
226.7066667,227.76594309317557
283.4,282.25112943087964
153.12,151.62630397109746
303.59,304.4742044788191
730.91,728.355348639743
226.88,229.0238887432443
288.47,286.61234394680275
151.83,152.54327466881824
301.88,303.7957451237362
735.72,738.972663104189
223.85,223.81814564596436
288.66,288.72128192941807
152.51,153.70985682237577
301.83,304.09420678430894
734.09,743.4274228917194
224.41,226.1600431582443
286.75,289.8451383164564
153.65,153.53940280317497
301.15,302.6200821253825
732.39,742.3442813321715
223.96,225.46485783166577
285.53,288.61124948478243
154.3,154.67303628005538
301.14,303.336433093701
733.57,735.1746018480663
228.43,226.8936795577783
289.13,289.8217639355302
154.8975,154.48684177862674
300.9,302.35807418963657
738.4075,739.772213959909
227.9775,226.89441977667857
290.1625,290.36614294585263
155.495,154.7731343132579
300.66,301.63235187981195
743.245,744.7873892883064
227.525,227.0926500947099
291.195,291.03372531495006
156.0925,155.66702573211634
300.42,301.3630043117117
748.0825,750.3418485123719
227.0725,227.7098893262274
292.2275,292.06263006931306
156.69,156.32668153283765
300.18,300.37910040030675
752.92,755.7023787957371
226.62,227.52070592437974
293.26,292.4878284336337
155.11,154.87950071194564
300.21,299.6008932399864
753.87,753.3087717800021
223.39,222.33351798954848
285.23,287.57145657348366
154.07,154.84731497087142
297.25,299.83835594208097
754.86,764.578480903444
221.77,224.22497775745202
286.88,289.01055270215176
148.97,151.79062270167435
295.71,298.76432628717964
736.27,747.840220239914
224.78,226.28398185571126
284.32,288.2584810398949
149.1633333,150.8340746607821
296.1366667,297.8498758140338
738.5133333,738.9180707422586
223.6933333,224.73990451313713
283.0433333,285.95788672710506
149.3566667,150.25213092645015
296.5633333,297.21843065402953
740.7566667,730.4991117543393
222.6066667,223.50352106356684
281.7666667,283.86886409944935
149.55,151.36333639324153
296.99,297.24783694013945
743.0,723.2929595657747
221.52,222.89730717001387
280.49,282.206559706315
148.12,149.55194539083237
299.79,300.8493646413174
744.49,750.3622341227608
222.42,223.29093584749043
282.24,283.25370355251926
149.03,147.98757728368793
304.82,304.8595560512384
755.83,752.595557151549
223.41,221.80898688264733
282.43,283.24917125100353
148.79,148.20538035504288
305.22,303.74583913071314
756.99,759.7029689572454
222.42,221.8257266136691
282.97,284.4350065832186
146.06,147.8496135268478
299.87,302.893033911174
759.49,762.203086491938
219.0,221.29466867805024
276.34,280.1852946170244
145.02,145.95671628267246
298.0133333,299.3976874230329
749.7166667,751.8872488079385
216.3766667,217.43527911465515
143.98,144.4209992641949
296.1566667,296.2274365147847
739.9433333,741.7920949262149
213.7533333,213.68596883439272
273.125,274.8273671208112
142.94,143.83516761197546
294.3,293.57485658408535
730.17,733.0114412619465
211.13,210.53293852692508
269.91,270.0885165568907
212.46,211.81266877504055
269.49,271.3106415140703
